Carta=Allmageddon | Tipo=Attack | Set=DOP | EfeitoOficial=Sem texto de habilidade impresso. | Funcionamento=Ataque sem texto adicional: aplica apenas os danos impressos (base/elementais) na resolução do ataque. | Dano={base:10,fire:10,water:10,air:10,earth:10,mugic:0,adicional:N/A,janela:resolucao_do_ataque} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=instantaneo,durante_combate | TriggerExato=durante_resolucao_do_ataque | Alvos=criaturas_engajadas | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=instantaneo
Carta=Jig of Reinforcement | Tipo=Mugic | Set=FUN | EfeitoOficial=Target Creature gains: 10 Energy if it is an OverWorld Creature. Fire 5 if it is an UnderWorld Creature. 20 to all Disciplines if it is a Danian Creature. Invisibility: Strike 10 if it is a Mipedian Creature. | Funcionamento=Efeito oficial: "Target Creature gains: 10 Energy if it is an OverWorld Creature. Fire 5 if it is an UnderWorld Creature. 20 to all Disciplines if it is a Danian Creature. Invisibility: Strike 10 if it is a Mipedian Creature.". Em regras, resolve na janela definida pelo texto, gerando: invisibilityStrike, elementModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:invisibilityStrike:10,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:energy,combate:N/A,alvo:creature:self, creature:all} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=creature:self, creature:all | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:altera_energy,keywords:concede/remove_keywords,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:altera_regras_de_alvo,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=escolha_de_alvo | Duracao=continuo_enquanto_fonte_valida
Carta=Jorre, Mipedian Lieutenant | Tipo=Creature | Set=FUN | EfeitoOficial=MC: Target Creature gains Range and Swift X, where X is the number of Tribes you control. | Funcionamento=Efeito oficial: "MC: Target Creature gains Range and Swift X, where X is the number of Tribes you control.". Em regras, resolve quando o custo é pago e a habilidade resolve, gerando: keyword. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:quando_habilidade_e_ativada} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:N/A,alvo:creature:self, creature:all} | Custos={mc:0,ativacao:MC,sacrificio:nao,descarte:nao,passivo:nao,sem_custo:nao} | Classificacao=ativo,continuo | TriggerExato=activated_ability | Alvos=creature:self, creature:all | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:concede/remove_keywords,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:altera_regras_de_alvo,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=escolha_de_alvo | Duracao=continuo_enquanto_fonte_valida
Carta=Kamangareth, Unstable Ally | Tipo=Creature | Set=FUN | EfeitoOficial=While you control a Danian Creature, unequipped Creatures you control have Outperform Power 5. | Funcionamento=Efeito oficial: "While you control a Danian Creature, unequipped Creatures you control have Outperform Power 5.". Em regras, resolve na janela definida pelo texto, gerando: outperform. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:power,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=enquanto_condicao_for_verdadeira
Carta=Kepiaan, Danian Lieutenant | Tipo=Creature | Set=FUN | EfeitoOficial=Kepiaan has an additional 10 Energy and 10 in all Disciplines for each Tribe you control. | Funcionamento=Efeito oficial: "Kepiaan has an additional 10 Energy and 10 in all Disciplines for each Tribe you control.". Em regras, resolve na janela definida pelo texto, gerando: statModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=Khorror | Tipo=Creature | Set=FUN | EfeitoOficial=Recklessness 50 | Funcionamento=Efeito oficial: "Recklessness 50". Em regras, resolve na janela definida pelo texto, gerando: keyword. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:concede/remove_keywords,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Khybon's Mech-blade | Tipo=Battlegear | Set=FUN | EfeitoOficial=Equipped Creature has an additional 40 Power and 5 Energy. | Funcionamento=Efeito oficial: "Equipped Creature has an additional 40 Power and 5 Energy.". Em regras, resolve na janela definida pelo texto, gerando: statModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:power,energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=Klencka, Avenger | Tipo=Creature | Set=FUN | EfeitoOficial=While you control an OverWorld Creature, when Klencka deals damage with its first attack each combat, it gains Energy equal to the damage it dealt. | Funcionamento=Efeito oficial: "While you control an OverWorld Creature, when Klencka deals damage with its first attack each combat, it gains Energy equal to the damage it dealt.". Em regras, resolve na janela definida pelo texto, gerando: onFirstAttackDamageGainSameEnergyIfControlTribe. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:onFirstAttackDamageGainSameEnergyIfControlTribe,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:interacao_com_ataque,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=triggered_when_condition_occurs | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=ate_fim_do_combate_ou_por_combate
Carta=Lake Blakeer | Tipo=Location | Set=FUN | EfeitoOficial=At the beginning of combat, engaged M'arrillian Creatures lose 10 Energy. engaged M'arrillian Creatures named Aa'une gain 20 Energy instead. | Funcionamento=Efeito oficial: "At the beginning of combat, engaged M'arrillian Creatures lose 10 Energy. engaged M'arrillian Creatures named Aa'une gain 20 Energy instead.". Em regras, resolve no início do combate, gerando: statModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:inicio_do_combate} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:energy,combate:inicio_do_combate,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered,continuo | TriggerExato=beginning_of_combat | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=Lake Morn, Globe Storm | Tipo=Location | Set=FUN | EfeitoOficial=When this becomes the active Location, flip a coin. If heads, Creatures with Water take an additional 5 attack damage. If tails, Creatures with Water take 5 less attack damage. | Funcionamento=Efeito textual oficial sem parsing completo: "When this becomes the active Location, flip a coin. If heads, Creatures with Water take an additional 5 attack damage. If tails, Creatures with Water take 5 less attack damage.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:water,disciplina:N/A,combate:interacao_com_ataque,ao_ativar_location,alvo:location:active_or_target} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered | TriggerExato=when_location_becomes_active | Alvos=location:active_or_target | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=efeito_pontual_ao_entrar_location
Carta=Loderool | Tipo=Creature | Set=FUN | EfeitoOficial=While you control an UnderWorld Creature, Loderool has Fire 5. | Funcionamento=Efeito oficial: "While you control an UnderWorld Creature, Loderool has Fire 5.". Em regras, resolve na janela definida pelo texto, gerando: elementModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:fire,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=enquanto_condicao_for_verdadeira
Carta=Lore, Ancestral Caller | Tipo=Creature | Set=FUN | EfeitoOficial=MC: Deal 5 damage to the opposing engaged Creature and heal 5 damage to Lore. If an opposing Creature would go to their general discard pile, remove it from the game and put a Mugic counter on Lore instead. | Funcionamento=Efeito oficial: "MC: Deal 5 damage to the opposing engaged Creature and heal 5 damage to Lore. If an opposing Creature would go to their general discard pile, remove it from the game and put a Mugic counter on Lore instead.". Em regras, resolve quando o custo é pago e a habilidade resolve, gerando: mugicCounterModifier, dealDamage, healDamage. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:deal:5,janela:quando_habilidade_e_ativada} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:mugic,combate:N/A,alvo:creature:self, creature:opposing_engaged, creature:engaged} | Custos={mc:0,ativacao:MC,sacrificio:nao,descarte:sim,passivo:nao,sem_custo:nao} | Classificacao=ativo | TriggerExato=activated_ability | Alvos=creature:self, creature:opposing_engaged, creature:engaged | Modificacoes={elementos:N/A,disciplinas:N/A,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:afeta_mugic,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=descartar | Duracao=conforme_texto_da_carta
Carta=M'arrillian Pulse Beacons | Tipo=Location | Set=FUN | EfeitoOficial=When this becomes the active Location, flip all face-up Battlegear face-down. | Funcionamento=Efeito oficial: "When this becomes the active Location, flip all face-up Battlegear face-down.". Em regras, resolve quando a Location se torna ativa, gerando: flipBattlegear. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:ao_ativar_location,alvo:location:active_or_target} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=triggered | TriggerExato=when_location_becomes_active | Alvos=location:active_or_target | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:afeta_battlegear,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=efeito_pontual_ao_entrar_location
Carta=Magmon, Retalliator | Tipo=Creature | Set=FUN | EfeitoOficial=Magmon deals an additional 5 attack damage to Creatures that are a M'arrillian or a Minion. Recklessness 5. | Funcionamento=Efeito oficial: "Magmon deals an additional 5 attack damage to Creatures that are a M'arrillian or a Minion. Recklessness 5.". Em regras, resolve na janela definida pelo texto, gerando: keyword. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:interacao_com_ataque,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:concede/remove_keywords,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Majjcan | Tipo=Creature | Set=FUN | EfeitoOficial=While you control a Danian Creature, Majjcan has Earth 5. | Funcionamento=Efeito oficial: "While you control a Danian Creature, Majjcan has Earth 5.". Em regras, resolve na janela definida pelo texto, gerando: elementModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:earth,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=enquanto_condicao_for_verdadeira
Carta=Masilbaat | Tipo=Creature | Set=FUN | EfeitoOficial=While you control an UnderWorld Creature, if Masilbaat would take damage from a Mugic or activated ability, it gains that amount of Energy instead. | Funcionamento=Efeito oficial: "While you control an UnderWorld Creature, if Masilbaat would take damage from a Mugic or activated ability, it gains that amount of Energy instead.". Em regras, resolve na janela definida pelo texto, gerando: replaceMugicOrAbilityDamageWithEnergyGain. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:mugic,energy,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:altera_energy,keywords:N/A,battlegear:N/A,mugic:afeta_mugic,habilidades:altera_habilidades,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=enquanto_condicao_for_verdadeira
Carta=Massblink | Tipo=Attack | Set=FUN | EfeitoOficial=Stat Check Speed 75: You can swap the spaces of two unengaged Creatures that are adjacent to each other. | Funcionamento=Efeito textual oficial sem parsing completo: "Stat Check Speed 75: You can swap the spaces of two unengaged Creatures that are adjacent to each other.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:15,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:resolucao_do_ataque} | Condicoes={stat_check:Speed 75,challenge:N/A,elemento:N/A,disciplina:speed,combate:N/A,alvo:creature:engaged} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=instantaneo,durante_combate | TriggerExato=durante_resolucao_do_ataque | Alvos=creature:engaged | Modificacoes={elementos:N/A,disciplinas:altera_disciplinas,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=instantaneo
Carta=Maxxor, Protector of Perim | Tipo=Creature | Set=FUN | EfeitoOficial=When Maxxor is dealt attack damage, it gains Maxxor deals an additional 5 attack damage. | Funcionamento=Efeito oficial: "When Maxxor is dealt attack damage, it gains Maxxor deals an additional 5 attack damage.". Em regras, resolve na janela definida pelo texto, gerando: onTakesAttackDamageGrantAttackBonus. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:onTakesAttackDamageGrantAttackBonus:5,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:N/A,combate:interacao_com_ataque,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=triggered_when_condition_occurs | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:altera_ataques,dano:altera_dano,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=continuo_enquanto_fonte_valida
Carta=Mipedian Fulgurite | Tipo=Battlegear | Set=FUN | EfeitoOficial=Equipped Creature has Air 10. When combat ends, destroy Mipedian Fulgurite. | Funcionamento=Efeito oficial: "Equipped Creature has Air 10. When combat ends, destroy Mipedian Fulgurite.". Em regras, resolve na janela definida pelo texto, gerando: elementModifier. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:air,disciplina:N/A,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=passivo | TriggerExato=triggered_when_condition_occurs | Alvos=N/A | Modificacoes={elementos:concede/remove/modifica_elementos,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:N/A,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:N/A} | ManipulacaoDeckMao=N/A | Duracao=conforme_texto_da_carta
Carta=Monophone Mayhem | Tipo=Mugic | Set=FUN | EfeitoOficial=Choose a Tribe. Creatures of that Tribe cannot have Mugic counters put on them. | Funcionamento=Efeito textual oficial sem parsing completo: "Choose a Tribe. Creatures of that Tribe cannot have Mugic counters put on them.". Aplicar exatamente conforme o texto oficial e a janela indicada. | Dano={base:0,fire:0,water:0,air:0,earth:0,mugic:0,adicional:N/A,janela:conforme_trigger} | Condicoes={stat_check:N/A,challenge:N/A,elemento:N/A,disciplina:mugic,combate:N/A,alvo:N/A} | Custos={mc:0,ativacao:N/A,sacrificio:nao,descarte:nao,passivo:sim,sem_custo:sim} | Classificacao=continuo | TriggerExato=passivo_continuo_ou_condicional | Alvos=N/A | Modificacoes={elementos:N/A,disciplinas:N/A,energy:N/A,keywords:N/A,battlegear:N/A,mugic:afeta_mugic,habilidades:N/A,targeting:N/A,iniciativa:N/A,ataques:N/A,dano:N/A,imunidades:N/A,restricoes:impõe_restricoes} | ManipulacaoDeckMao=escolha_de_alvo | Duracao=continuo_enquanto_fonte_valida
